Year,Scientific Name,English Name,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,BC List,Identified Wildlife,Land Use Objectives,Biogeoclimatic Units,Ecosection,Forest District,MOE Region,Regional Dist,Municipality,Ecosystem Group,Endemic,CF Action Groups,CF Highest Priority,CF Priority Goal 1,CF Priority Goal 2,CF Priority Goal 3,CDC Maps,Mapping Status
2011,Abies lasiocarpa / Rhododendron albiflorum / Clintonia uniflora,subalpine fir / white-flowered rhododendron / queen's cup,CEBC000005,GNR,NA,S4S5,31/03/2001,05/04/1993,Yellow,NA,NA,ESSFwc3/02,BOV;CAM;FRR;HAF;MIR;NHR;NPK;PEF;QUH;SHR;WMR,DCC;DHW;DMH;DMK;DPC;DPG;DQU,3;5;7;9,TNRD;CBRD;FFRD;PRRD,Wells,"Woodland, Forest",NA,Classification,5,5,6,5,N,NA
2011,Abies lasiocarpa / Rhododendron albiflorum / Dicranum fuscescens,subalpine fir / white-flowered rhododendron / curly heron's-bill moss,CEBC000191,GNR,NA,S5,31/03/2001,31/03/2001,Yellow,NA,NA,ESSFdv/01;ESSFwc2/04;ESSFwm/02,BBT;CAM;CAP;CCM;CPK;ELV;EPM;FLV;LPR;NKM;NPK;NSH;NTU;QUH;SCM;SCR;SPK;SPM;SRH,DAB;DCO;DCS;DHW;DKA;DKL;DOS;DRM;DSQ,2;3;4;7,EKRD;CKRD;SLRD;TNRD;CSRD;CBRD;FFRD,NA,"Woodland, Forest",NA,No New Actn,6,6,6,6,N,NA
2011,Abies lasiocarpa / Rhododendron albiflorum / Gymnocarpium dryopteris,subalpine fir / white-flowered rhododendron / oak fern,CEBC000004,GNR,NA,S5,31/03/2001,04/03/1993,Yellow,NA,NA,ESSFdc2/06;ESSFwc1/01;ESSFwc2/01;ESSFwc3/01;ESSFwc4/01,BBT;BOV;CAM;CAP;CCM;CPK;FRR;HAF;HOR;MIR;NHR;NKM;NOH;NPK;NSH;NTU;OKR;PAR;PEF;QUH;SCM;SFH;SHR;SRH;WMR;WOU,DAB;DCC;DCK;DCO;DCS;DHW;DKA;DKL;DMH;DMK;DOS;DPC;DPG;DQU,3;4;5;7;8;9,CKRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;FFRD;PRRD;OSRD;FVRD,Wells;Rossland,Forest,NA,No New Actn,6,6,6,6,N,NA
2011,Abies lasiocarpa / Rhododendron albiflorum / Luzula parviflora,subalpine fir / white-flowered rhododendron / small-flowered wood-rush,CEBC000365,GNR,NA,S4,31/03/2001,22/09/1994,Yellow,NA,NA,ESSFwc4/03,CCM;NKM;NOH;SCM;SFH;SRH,DAB;DCO;DKL;DOS,3;4;8,CKRD;NORD;CSRD;KBRD,Rossland,Forest,NA,No New Actn,4,4,4,5,N,NA
2011,Abies lasiocarpa / Rhododendron albiflorum - Paxistima myrsinites,subalpine fir / white-flowered rhododendron - falsebox,CEBC000364,GNR,NA,S5,31/03/2001,22/09/1994,Yellow,NA,NA,ESSFwc4/02;ESSFwm/03,CCM;ELV;EPM;FLV;NKM;NOH;SCM;SFH;SPK;SPM;SRH,DAB;DCO;DKL;DOS;DRM,3;4;8,EKRD;CKRD;NORD;CSRD;KBRD,Rossland,"Woodland, Forest",NA,Classification,6,6,6,6,N,NA
2011,Abies lasiocarpa / Rhododendron albiflorum / Pleurozium schreberi,subalpine fir / white-flowered rhododendron / red-stemmed feathermoss,CEBC000497,GNR,NA,S5,31/03/2001,22/09/1994,Yellow,NA,NA,ESSFmv1/01;ESSFmv2/01;ESSFmv2/02;ESSFmv3/01;ESSFmv3/08;ESSFmv4/01;ESSFmv4/04,BAU;BUB;CAR;EMR;ESM;FRR;FRT;HAF;HAP;KIP;MAP;MIR;MUF;NAU;NEL;NOM;PAT;PEF;SHR;SOM;WMR,DJA;DMK;DND;DPC;DPG;DQU;DSS;DVA,5;6;7;9,CBRD;BNRD;FFRD;PRRD;SKRD,Chetwynd;Hudsons Hope;Tumbler Ridge,"Woodland, Forest",NA,No New Actn,5,5,6,6,N,NA
2011,Abies lasiocarpa / Rhododendron albiflorum / Tiarella trifoliata,subalpine fir / white-flowered rhododendron / three-leaved foamflower,CEBC000208,GNR,NA,S5,31/03/2001,15/06/2000,Yellow,NA,NA,ESSFvv/01;ESSFwc4/04,CCM;CPK;NKM;NOH;SCM;SFH;SRH,DAB;DCO;DHW;DKL;DOS,2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;OSRD;FVRD,Rossland,Forest,NA,Classification,6,6,6,6,N,NA
2011,Abies lasiocarpa / Rhododendron albiflorum / Vaccinium scoparium,subalpine fir / white-flowered rhododendron / grouseberry,CEBC000177,GNR,NA,S5,31/03/2001,22/09/1994,Yellow,NA,NA,ESSFdc1/01;ESSFdc2/01;ESSFxc/06;ESSFxv1/06;ESSFxv2/06,CAP;CCR;CHP;CPR;GUU;HOR;NAU;NIB;NOH;NSH;NTU;OKR;PAR;SFH;SHB;TRU;WCR;WCU;WOU,DAB;DCC;DCH;DCK;DCS;DHW;DKA;DMH;DNI;DOS;DQU;DVA,3;4;5;6;8,CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;CCRD;KBRD;BNRD;OSRD;FVRD,Rossland;Logan Lake,Forest,NA,No New Actn,6,6,6,6,N,NA
2011,Abies lasiocarpa / Rhododendron albiflorum / Valeriana sitchensis,subalpine fir / white-flowered rhododendron / sitka valerian,CEBC000180,GNR,NA,S3,21/06/2004,31/03/2001,Blue,NA,NA,ESSFdc1/04;ESSFdc2/07,CAP;HOR;NOH;NSH;OKR;PAR;SFH;WOU,DAB;DCK;DCS;DHW;DKA;DMH;DOS,3;4;5;8,CKRD;TNRD;CORD;NORD;CBRD;KBRD;OSRD;FVRD,Rossland,Forest,NA,Classification; Inventory; Review Use,2,4,2,4,N,NA
2011,Abies lasiocarpa / Ribes lacustre / Valeriana sitchensis,subalpine fir / black gooseberry / Sitka valerian,CEBC000200,GNR,NA,S5,31/03/2001,17/03/1993,Yellow,NA,NA,ESSFmw/06,CCR;CPR;EPR;HOR;KIM;LPR;NEU;NPR;SCR;WCR,DCH;DCK;DCS;DNI;DSC;DSQ,2;3;5;8,CXRD;STRD;SLRD;TNRD;CBRD;MWRD;CCRD;OSRD;FVRD,Whistler,Forest,NA,No New Actn,6,6,6,6,N,NA
2011,Abies lasiocarpa / Trollius albiflorus - Equisetum spp.,subalpine fir / globeflower - horsetails,CEBC000006,GNR,NA,S4,31/03/2001,31/03/2001,Yellow,NA,NA,ESSFwc3/03,BOV;CAM;FRR;HAF;MIR;NHR;NPK;PEF;QUH;SHR;WMR,DCC;DHW;DMH;DMK;DPC;DPG;DQU,3;5;7;9,TNRD;CBRD;FFRD;PRRD,Wells,Forest,NA,Classification,4,5,4,5,N,NA
2011,Abies lasiocarpa - Tsuga mertensiana / Dicranum spp.,subalpine fir - mountain hemlock / heron's bill mosses,CEBC000781,GNR,NA,S4,31/03/2001,29/09/1994,Yellow,NA,NA,ESSFmk/04,BUR;CRU;KIM;NEU,DKM;DND;DNI;DSS,5;6,CCRD;KSRD;BNRD,NA,Forest,NA,No New Actn,3,3,4,5,N,NA
2011,Abies lasiocarpa - Tsuga mertensiana / Equisetum spp.,subalpine fir - mountain hemlock / horsetails,CEBC000207,GNR,NA,S4,31/03/2001,31/03/2001,Yellow,NA,NA,ESSFmk/06;ESSFvc/05,BUR;CRU;KIM;NEU;NKM;NSH,DAB;DCO;DHW;DKM;DND;DNI;DOS;DSS,3;4;5;6,TNRD;CSRD;CCRD;KSRD;BNRD,NA,Forest,NA,No New Actn,4,4,4,5,N,NA
2011,Abies lasiocarpa - Tsuga mertensiana / Gymnocarpium dryopteris,subalpine fir - mountain hemlock / oak fern,CEBC000203,GNR,NA,S5,31/03/2001,29/09/1994,Yellow,NA,NA,ESSFvc/03,NKM;NSH,DAB;DCO;DHW;DOS,3;4,TNRD;CSRD,NA,Forest,NA,No New Actn,6,6,6,6,N,NA
2011,Abies lasiocarpa - Tsuga mertensiana / Menziesia ferruginea,subalpine fir - mountain hemlock / false azalea,CEBC000785,GNR,NA,S5,31/03/2001,29/09/1994,Yellow,NA,NA,ESSFwv/01,BUR;CBR;CRU;ESM;MEM;NAB;NAM;NBR;NSM;SBP;SBR;SSM;STH;TAG;TEP;THH,DJA;DKM;DNC;DSS,6,KSRD;BNRD;SKRD,Stewart,Forest,NA,No New Actn,5,5,6,6,N,NA
2011,Abies lasiocarpa - Tsuga mertensiana / Pleurozium schreberi,subalpine fir - mountain hemlock / red-stemmed feathermoss,CEBC000787,GNR,NA,S4,31/03/2001,29/09/1994,Yellow,NA,NA,ESSFwv/03;ESSFwv/04,BUR;CBR;CRU;ESM;MEM;NAB;NAM;NBR;NSM;SBP;SBR;SSM;STH;TAG;TEP;THH,DJA;DKM;DNC;DSS,6,KSRD;BNRD;SKRD,Stewart,Forest,NA,No New Actn,3,3,4,5,N,NA
2011,Abies lasiocarpa - Tsuga mertensiana / Streptopus lanceolatus,subalpine fir - mountain hemlock / rosy twistedstalk,CEBC000778,GNR,NA,S4,31/03/2001,29/09/1994,Yellow,NA,NA,ESSFmk/01,BUR;CRU;KIM;NEU,DKM;DND;DNI;DSS,5;6,CCRD;KSRD;BNRD,NA,Forest,NA,No New Actn,3,3,4,5,N,NA
2011,Abies lasiocarpa / Vaccinium membranaceum / Barbilophozia floerkei,subalpine fir / black huckleberry / mountain leafy liverwort,CEBC000209,GNR,NA,S5,31/03/2001,31/03/2001,Yellow,NA,NA,ESSFvv/02,CPK;NKM,DCO;DHW,2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;OSRD;FVRD,NA,"Woodland, Forest",NA,Classification,6,6,6,6,N,NA
2011,Abies lasiocarpa / Vaccinium membranaceum / Brachythecium spp.,subalpine fir / black huckleberry / ragged-mosses,CEBC000193,G3,NA,S3,03/05/2004,22/09/1994,Blue,NA,NA,ESSFdv/04,LPR;SCR,DCS;DSQ,2;3,SLRD;TNRD,NA,Forest,Y,Classification; Monitor Trend,2,3,2,3,N,NA
2011,Abies lasiocarpa / Vaccinium membranaceum / Dicranum fuscescens,subalpine fir / black huckleberry / curly heron's-bill moss,CEBC000215,GNR,NA,S5,31/03/2001,31/03/2001,Yellow,NA,NA,ESSFmc/01;ESSFmc/04;ESSFwc2/03,BAU;BBT;BUB;BUR;CAM;CAP;CPK;ESM;KIM;MAP;NAU;NEU;NKM;NOM;NPK;NSH;NSM;NTU;QUH;SBP;SRH;SSM;WCR,DCO;DHW;DJA;DKA;DKM;DMK;DND;DNI;DOS;DSS,3;4;5;6;7,TNRD;CSRD;CBRD;CCRD;KSRD;BNRD;FFRD;PRRD;SKRD,NA,Forest,NA,No New Actn,4,4,4,5,N,NA
2011,Abies lasiocarpa / Vaccinium membranaceum / Empetrum nigrum,subalpine fir / black huckleberry / crowberry,CEBC000770,GNR,NA,S4,11/07/2002,11/07/2002,Yellow,NA,NA,ESSFmc/03,BAU;BUB;BUR;ESM;KIM;MAP;NAU;NEU;NOM;NSM;SBP;SSM;WCR,DJA;DKM;DMK;DND;DNI;DSS,5;6;7,CBRD;CCRD;KSRD;BNRD;PRRD;SKRD,NA,Forest,NA,Monitor Trend,3,3,4,5,N,NA
2011,Abies lasiocarpa / Vaccinium membranaceum - Lonicera utahensis,subalpine fir / black huckleberry - Utah honeysuckle,CEBC000353,GNR,NA,S5,31/03/2001,22/09/1994,Yellow,NA,NA,ESSFdv/00;ESSFwc1/02,CCM;LPR;NKM;NOH;SCM;SCR;SFH;SRH,DAB;DCO;DCS;DKL;DOS;DSQ,2;3;4;8,CKRD;SLRD;TNRD;NORD;CSRD;KBRD,Rossland,"Woodland, Forest",NA,Classification,4,4,4,5,N,NA
2011,Abies lasiocarpa / Vaccinium membranaceum - Paxistima myrsinites,subalpine fir / black huckleberry - falsebox,CEBC000198,GNR,NA,S5,31/03/2001,17/03/1993,Yellow,NA,NA,ESSFmw/04,CCR;CPR;EPR;HOR;KIM;LPR;NEU;NPR;SCR;WCR,DCH;DCK;DCS;DNI;DSC;DSQ,2;3;5;8,CXRD;STRD;SLRD;TNRD;CBRD;MWRD;CCRD;OSRD;FVRD,Whistler,Forest,NA,No New Actn,4,4,4,5,N,NA
2011,Abies lasiocarpa / Vaccinium membranaceum / Pleurozium schreberi,subalpine fir / black huckleberry / red-stemmed feathermoss,CEBC000010,GNR,NA,S5,31/03/2001,22/09/1994,Yellow,NA,NA,ESSFdc2/05;ESSFmm1/02;ESSFmv1/03;ESSFmv1/04;ESSFwk1/02,BAU;BBT;BOV;BUB;CAM;CAP;CPK;HOR;MCP;NAU;NPK;NSH;OKR;PAR;QUH;QUL;SHR;UFT;WOU,DCC;DCK;DCO;DCS;DHW;DJA;DKA;DMH;DND;DOS;DPG;DQU;DVA,3;4;5;6;7;8,TNRD;CORD;NORD;CSRD;CBRD;BNRD;FFRD;OSRD;FVRD,Wells,"Woodland, Forest",NA,No New Actn,5,5,6,6,N,NA
2011,Abies lasiocarpa / Vaccinium membranaceum - Rubus parviflorus,subalpine fir / black huckleberry - thimbleberry,CEBC000772,GNR,NA,S4,31/03/2001,29/09/1994,Yellow,NA,NA,ESSFmc/05,BAU;BUB;BUR;ESM;KIM;MAP;NAU;NEU;NOM;NSM;SBP;SSM;WCR,DJA;DKM;DMK;DND;DNI;DSS,5;6;7,CBRD;CCRD;KSRD;BNRD;PRRD;SKRD,NA,Forest,NA,No New Actn,3,3,4,5,N,NA
2011,Abies lasiocarpa / Vaccinium membranaceum / Xerophyllum tenax,subalpine fir / black huckleberry / bear-grass,CEBC000870,GNR,NA,S3?,31/10/2004,20/04/1995,Blue,NA,NA,ESSFwc1/00;ESSFwc4/00,CCM;NKM;NOH;SCM;SFH;SRH,DAB;DCO;DKL;DOS,3;4;8,CKRD;NORD;CSRD;KBRD,Rossland,"Woodland, Forest",NA,Inventory,4,4,4,4,N,NA
2011,Abies lasiocarpa / Vaccinium scoparium / Cladonia spp.,subalpine fir / grouseberry / clad lichens,CEBC000179,GNR,NA,S5,31/03/2001,22/09/1994,Yellow,NA,NA,ESSFdc1/03;ESSFdc2/04;ESSFxc/05,CAP;CCR;GUU;HOR;NIB;NOH;NSH;NTU;OKR;PAR;SCR;SFH;SHB;TRU;WOU,DAB;DCC;DCK;DCS;DHW;DKA;DMH;DOS,3;4;5;8,CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD;FVRD,Rossland;Logan Lake,Forest,NA,Classification,6,6,6,6,N,NA
2011,Abies lasiocarpa / Vaccinium scoparium - Tiarella trifoliata,subalpine fir / grouseberry - three-leaved foamflower,CEBC000226,GNR,NA,S4,22/06/2004,22/06/2004,Yellow,NA,NA,ESSFxc/07,CCR;GUU;HOR;NIB;NOH;NTU;OKR;PAR;SHB;TRU;WOU,DCC;DCS;DKA;DMH;DOS,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;CBRD;OSRD,Logan Lake,Forest,NA,Classification,4,4,4,5,N,NA
2011,Abies lasiocarpa / Vaccinium scoparium - Valeriana sitchensis,subalpine fir / grouseberry - Sitka valerian,CEBC000222,GNR,NA,S3S4,11/05/2010,11/05/2010,Yellow,NA,NA,ESSFxc/01,CCR;GUU;HOR;NIB;NOH;NTU;OKR;PAR;SCR;SHB;TRU;WOU,DCC;DCS;DKA;DMH;DOS,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;CBRD;OSRD,Logan Lake,Forest,NA,Classification; Eco Restore; Inventory; Monitor Trend; Rev Status; Review Use,3,3,4,4,N,NA
2011,Abies lasiocarpa / Valeriana sitchensis - Arnica latifolia,subalpine fir / Sitka valerian - mountain arnica,CEBC000194,GNR,NA,S4,31/03/2001,22/09/1994,Yellow,NA,NA,ESSFdv/05;ESSFmm1/00;ESSFwk2/00;ESSFxv1/07,BBT;CAM;CCR;CHP;CPK;CPR;FRR;HAF;LPR;MCP;MIR;NAU;NEL;NHR;NPK;PAT;PEF;SCR;SHR;UFT;WCR;WCU,DCC;DCH;DCO;DCS;DHW;DMK;DNI;DPC;DPG;DQU;DSQ;DVA,2;3;4;5;6;7;9,SLRD;TNRD;CSRD;CBRD;CCRD;BNRD;FFRD;PRRD,Mackenzie;Tumbler Ridge,Forest,NA,No New Actn,4,4,4,5,N,NA
2011,Abies lasiocarpa / Valeriana sitchensis / Drepanocladus spp.,subalpine fir / Sitka valerian / hook-mosses,CEBC000776,GNR,NA,S4,31/03/2001,29/09/1994,Yellow,NA,NA,ESSFmc/08;ESSFwv/07,BAU;BUB;BUR;CBR;CRU;ESM;KIM;MAP;MEM;NAB;NAM;NAU;NBR;NEU;NOM;NSM;SBP;SBR;SSM;STH;TAG;TEP;THH;WCR,DJA;DKM;DMK;DNC;DND;DNI;DSS,5;6;7,CBRD;CCRD;KSRD;BNRD;PRRD;SKRD,Stewart,Forest,NA,No New Actn,3,3,6,5,N,NA
2011,Abies lasiocarpa / Valeriana sitchensis - Gymnocarpium dryopteris,subalpine fir / Sitka valerian - oak fern,CEBC000218,GNR,NA,S5,31/03/2001,31/03/2001,Yellow,NA,NA,ESSFwc2/06,BBT;CAM;CAP;CPK;NKM;NPK;NSH;NTU;QUH;SRH,DCO;DHW;DKA;DOS,3;4;7,TNRD;CSRD;CBRD;FFRD,NA,Forest,NA,No New Actn,6,6,6,6,N,NA
2011,Abies lasiocarpa / Valeriana sitchensis - Senecio triangularis,subalpine fir / Sitka valerian - arrow-leaved groundsel,CEBC000211,GNR,NA,S3S4,22/06/2004,17/03/1993,Yellow,NA,NA,ESSFvv/04,CPK;NKM,DCO;DHW,2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;OSRD;FVRD,NA,Forest,NA,No New Actn,3,3,4,4,N,NA
2011,Achnatherum richardsonii Herbaceous Vegetation,spreading needlegrass Herbaceous Vegetation,CEBC000002,G3,NA,S3,31/10/2004,31/07/2002,Blue,NA,NA,BGxw2/00;IDFdk1a/93;IDFdk4/00;IDFxm/00,CAB;CCR;CHP;FRB;GUU;NIB;OKR;PAR;QUL,DCC;DCH;DCS;DKA;DMH;DOS;DQU,3;5;8,TNRD;CBRD;OSRD,Williams Lake,"Grassland, Herbaceous",Y,Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,2,2,3,N,NA
2011,Alnus incana / Cornus stolonifera / Athyrium filix-femina,mountain alder / red-osier dogwood / lady fern,CEBC003017,G3G4,NA,S3,30/07/2004,30/07/2004,Blue,NA,NA,ICHmc2/Fl02;ICHvc/52;ICHvc/Fl02;ICHwc/52;ICHwc/Fl02;ICHwk1/Fl02;ICHwk4/Fl02;SBSdk/Fl02;SBSmk2/Fl02;SBSvk/Fl02;SBSwk1/Fl02,BAU;BBT;BOV;BUB;CAM;CBR;CCM;CPK;CRU;EPM;MAP;MCP;MEM;MIR;NAB;NAM;NAU;NEL;NEU;NHR;NKM;NPK;NSH;NSM;PAT;QUH;QUL;SBP;SHR;SOM;SPM;SRH;SSM;UFT;WMR,DAB;DCC;DCO;DHW;DJA;DKA;DKL;DKM;DMK;DND;DOS;DPG;DQU;DSS;DVA,3;4;5;6;7;8,CKRD;TNRD;NORD;CSRD;CBRD;KSRD;BNRD;FFRD;PRRD;SKRD,Telkwa;Mackenzie;Hazelton;New Hazelton;Houston;Burns Lake;Vanderhoof;Wells;Revelstoke;Smithers,"Riparian, Shrub, Wetland",NA,Monitor Trend,3,3,4,4,N,NA
2011,Alnus incana / Equisetum arvense,mountain alder / common horsetail,CEBC003018,G3,NA,S3,30/07/2004,30/07/2004,Blue,NA,NA,BWBSdk/Fl01;CWHwm/Fl01;ICHvc/Fl01;ICHvk1/Fl01;MSxv/Fl01;SBSvk/Fl01,BBT;BOV;CAM;CAR;CBR;CCM;CCR;CHP;CPK;EMR;FRT;KEM;KIR;KLR;KRT;MAP;MCP;MEM;MIR;NAB;NAM;NAU;NBR;NCF;NHR;NKM;NOM;NPK;NSH;NSM;PAT;QUH;RAP;SBP;SBR;SHR;SOM;SRH;STH;STP;TAB;TAG;TEB;TEP;THH;TUR;UFT;WCR;WCU;WHU;WMR,DAB;DCC;DCH;DCO;DCS;DFN;DHW;DJA;DKM;DMK;DNC;DNI;DOS;DPG;DQU;DSS;DVA,3;4;5;6;7;8;9,TNRD;NORD;CSRD;CBRD;CCRD;SQCRD;KSRD;BNRD;FFRD;PRRD;SKRD;NRRD,Stewart;Northern Rockies;Mackenzie,"Riparian, Shrub, Wetland",NA,Monitor Trend,3,3,4,4,N,NA
2011,Alnus incana / Lysichiton americanus - Athyrium filix-femina,mountain alder / skunk cabbage - lady fern,CEBC003067,GNR,NA,S3S4,26/06/2008,26/04/2007,Yellow,NA,NA,ICHmc2/Ws01;ICHvk2/Ws01;SBSvk/Ws01;SBSwk1/Ws01,BOV;CAM;CRU;MCP;MIR;NAB;NAM;NEL;NHR;NPK;PAT;QUL;SHR;SSM;UFT,DCC;DHW;DKM;DMK;DPG;DQU;DSS,5;6;7,CBRD;KSRD;BNRD;FFRD,Mackenzie;Hazelton;New Hazelton;Wells,"Wetland, Riparian, Shrub",NA,Monitor Trend,2,3,2,3,N,NA
2011,Alnus incana / Spiraea douglasii / Carex sitchensis,mountain alder / hardhack / Sitka sedge,CEBC003051,GNR,NA,S3S4,30/07/2004,30/07/2004,Yellow,NA,NA,CWHwm/Ws02;ESSFwv/Ws02;ICHmc2/Ws02;ICHvc/Ws02;ICHwk1/Ws02;MSdm1/Ws02;MSmw1/Ws02;SBSmc2/Ws02;SBSwk1/Ws02,BAU;BBT;BOV;BUB;BUR;CAM;CBR;CCM;CPK;CRU;EPM;ESM;HOR;KIM;KIR;MAP;MCP;MEM;NAB;NAM;NAU;NBR;NCF;NEL;NEU;NHR;NKM;NOB;NOH;NPK;NSH;NSM;QUH;QUL;SBP;SBR;SFH;SHR;SPM;SRH;SSM;STH;TAB;TAG;TEP;THH,DAB;DCC;DCO;DCS;DHW;DJA;DKA;DKL;DKM;DMK;DNC;DND;DNI;DOS;DPG;DQU;DSS;DVA,2;3;4;5;6;7;8,CKRD;TNRD;CORD;NORD;CSRD;CBRD;SQCRD;KSRD;KBRD;BNRD;FFRD;SKRD;OSRD;FVRD,Stewart;Hazelton;New Hazelton;Houston;Fraser Lake;Granisle;Wells;Revelstoke;Lake Country,"Wetland, Shrub",NA,Monitor Trend,3,3,4,4,N,NA
2011,Alnus incana ssp. tenuifolia - Salix spp. / Calamagrostis canadensis,mountain alder - willows / bluejoint reedgrass,CEBC003098,GNR,NA,S4,NA,04/05/2010,Yellow,NA,NA,BWBSmk/Ws14,CLH;EMR;ETP;FNL;HAP;HYP;KEM;LIP;MAU;MUF;MUU;PEP;RAP;SCU;SIU;TLP;TUR,DFN;DPC;DSS,6;9,PRRD;SKRD;NRRD,NA,"Wetland, Riparian, Shrub",NA,NA,NA,NA,NA,NA,NA,NA
2011,Alnus rubra / Carex obnupta [ Populus balsamifera ssp. trichocarpa ],red alder / slough sedge [ black cottonwood ],C1B2CARCO4,G1,NA,S1,09/03/2006,29/10/1991,Red,NA,NA,CDFmm/14,FRL;GEL;NAL;SGI;SOG,DCK;DCR;DSC;DSI,1;2,MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD,Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,"Wetland, Forest",NA,Eco Protect; Plan; Private Land; Status Rpt,1,2,6,1,Y,NA
2011,Alnus rubra / Lysichiton americanus,red alder / skunk cabbage,C1A9CARLA1,GNR,NA,S2,19/04/2010,19/04/2010,Red,NA,NA,CDFmm/Ws52,FRL;GEL;NAL;SGI;SOG,DCK;DCR;DSC;DSI,1;2,MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD,Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,"Forest, Wetland",NA,Eco Protect; Plan; Private Land; Rev Status; Status Rpt,1,1,6,1,Y,NA
2011,Alnus rubra / Rubus spectabilis / Equisetum arvense,red alder / salmonberry / common horsetail,C2B2CARMD1,GNR,NA,S3,31/10/2004,31/03/2001,Blue,NA,NA,CWHvh1/10;CWHvh1/Fl51;CWHvh2/10;CWHvh2/Fl51;CWHwh1/09;CWHwh1/Fl51,HEL;KIR;NCF;NPR;NWL;QCL;QCR;QCT;SBR;SKP;WIM,DCR;DKM;DNC;DNI;DQC;DSI,1;5;6,CRD;CVRD;ACRD;CXRD;STRD;MWRD;CCRD;SQCRD;KSRD,Ucluelet;Tofino;Massett;Queen Charlotte (Village);Port Clements;Prince Rupert;Port Edward,"Riparian, Forest, Shrub",NA,Monitor Trend,4,4,4,4,N,NA
2011,Alnus spp. / Athyrium filix-femina,alders / lady fern,CEBC000008,GNR,NA,S4,31/10/2004,15/06/2000,Yellow,NA,NA,ESSFwk1/51,BOV;CAM;CAP;MCP;QUH;QUL;UFT,DCC;DHW;DMH;DPG;DQU,3;5;7,TNRD;CBRD;FFRD,Wells,"Shrub, Riparian",NA,No New Actn,4,4,4,5,N,NA
2011,Amelanchier alnifolia / Arctostaphylos uva-ursi,saskatoon / kinnikinnick,CEBC002070,G4,NA,S4,22/06/2004,22/06/2004,Yellow,NA,NA,BAFA;ESSFdk;ESSFdv;ESSFwm;IMA,BBT;CCM;COC;CPK;ELV;EPM;FLV;LPR;MCR;NKM;SCM;SCR;SPK;SPM;UCV,DAB;DCO;DCS;DKL;DRM;DSQ;UNK,1;2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Stewart;Northern Rockies;Elkford;Kimberley;Tumbler Ridge;Sparwood,"Shrub, Alpine, Herbaceous",Y,No New Actn,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2011,Amelanchier alnifolia / Elymus trachycaulus,saskatoon / slender wheatgrass,C3B4AAAAT1,G2,NA,S2,31/10/2004,29/09/1994,Red,NA,NA,SBSdk/81,BAU;BUB;NAU;NEL;NEU,DJA;DND;DQU;DSS;DVA,5;6;7,CBRD;BNRD,Telkwa;Houston;Burns Lake;Vanderhoof;Smithers,"Shrub, Herbaceous, Grassland",Y,Monitor Trend,1,1,6,3,N,NA
2011,Amelanchier alnifolia / Pseudoroegneria spicata - Arctostaphylos uva-ursi,saskatoon / bluebunch wheatgrass - kinnikinnick,C5B2BASAA1,GNR,NA,S4,31/03/2001,22/09/1994,Yellow,NA,NA,MSdk/02,BBT;COC;CPK;EKT;ELV;EPM;FLV;MCR;SPK;SPM;UCV,DCO;DRM,4,EKRD;CSRD,Elkford;Canal Flats;Kimberley;Golden;Sparwood,"Shrub, Herbaceous, Grassland",NA,No New Actn,4,4,4,5,N,NA
